ID,TOTAL_TOPICS,UNIQUE_TOPICS,PAGE_SIMILARITY,PAGE_VARIANCE,BOOLEAN_PAGE_VARIANCE,ROBOT
qrStwGoBCue8G08EZdGm,1,1,1,0,0,0
Y7StwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,0
S7SqwGoBCue8G08ED4OV,4,1,0.25,0,0,0
4LSpwGoBCue8G08Eane9,225,500,2.222222222,114.1546989,0.123864632,0
wrSrwGoBCue8G08ECpf5,0,0,NaN,NaN,NaN,0
ZLStwGoBCue8G08E6N1C,3,3,1,0,0,0
ZbStwGoBCue8G08E6N1C,151,500,3.311258278,124.6779778,0.100681233,0
_7SqwGoBCue8G08EKoR8,537,500,0.931098696,53.20631772,0.175449914,1
ZrStwGoBCue8G08E6N1C,14,500,35.71428571,93.1875,0.035108389,0
7bStwGoBCue8G08EZdGm,0,0,NaN,NaN,NaN,1
Z7StwGoBCue8G08E6N1C,28,22,0.785714286,2.62,0.142926225,0
07SowGoBCue8G08EHGHA,547,500,0.914076782,72.81609605,0.182684838,1
4LSrwGoBCue8G08EaqHa,213,500,2.34741784,121.0744424,0.121809954,0
brStwGoBCue8G08E6N1C,15,6,0.4,0,0,0
17SowGoBCue8G08ETmbS,5,6,1.2,0,0,1
b7StwGoBCue8G08E6N1C,5,500,100,0,0,0
cLStwGoBCue8G08E6N1C,6,2,0.333333333,0,1.97E-16,0
HrSowGoBCue8G08ETmbR,3,3,1,0,0,1
cbStwGoBCue8G08E6N1C,5,500,100,0,0,1
c7StwGoBCue8G08E6N1C,2,2,1,0,0,1
n7StwGoBCue8G08EwdlP,7,500,71.42857143,124.5,0.078061634,0
lLSswGoBCue8G08EDK73,73,500,6.849315068,80.9504,0.147928925,0
dLStwGoBCue8G08E6N1C,46,500,10.86956522,48.52077562,0.195900196,0
HbSpwGoBCue8G08ELXYj,2,2,1,0,0,1
dbStwGoBCue8G08E6N1C,2,2,1,0,0,1
eLStwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,0
ebStwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,0
erStwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,1
xbStwGoBCue8G08E3twI,959,500,0.521376434,49.31584751,0.153629905,1
e7StwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,0
fLStwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,0
fbStwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,0
frStwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,1
f7StwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,0
gLStwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,0
gbStwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,0
grStwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,1
g7StwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,0
hLStwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,1
hbStwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,0
hrStwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,0
K7StwGoBCue8G08EZdKm,0,0,NaN,NaN,NaN,1
h7StwGoBCue8G08E6N1C,2,2,1,0,0,0
iLStwGoBCue8G08E6N1C,72,500,6.944444444,70.72916667,0.151804262,0
K7SrwGoBCue8G08EYqGv,102,105,1.029411765,6.810763889,0.122037109,0
9LSrwGoBCue8G08EP51H,4,4,1,0,0,1
jbStwGoBCue8G08E6N1C,93,500,5.376344086,23.2,0.151065211,0
NrStwGoBCue8G08E6N1C,5,500,100,0,0,1
j7StwGoBCue8G08E6N1C,12,4,0.333333333,0,4.84E-12,0
kLStwGoBCue8G08E6N1C,64,500,7.8125,123.8677686,0.099196313,0
_bSowGoBCue8G08EP2R0,596,500,0.838926174,76.33798416,0.170357926,1
k7StwGoBCue8G08E6N1C,245,500,2.040816327,33.71810434,0.162403741,0
lbStwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,1
lrStwGoBCue8G08E6N1C,9,3,0.333333333,0,1.30E-07,0
l7StwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,0
bbSrwGoBCue8G08EaqHa,5,500,100,0,0,0
N7SrwGoBCue8G08EN53h,63,34,0.53968254,2.477272727,0.153461206,0
X7SqwGoBCue8G08EA4G_,393,500,1.272264631,98.49382716,0.162525507,0
PbStwGoBCue8G08E3twH,0,0,NaN,NaN,NaN,0
mbStwGoBCue8G08E6N1C,6,2,0.333333333,0,1.97E-16,0
9bSowGoBCue8G08Ea2xS,0,0,NaN,NaN,NaN,0
SbSswGoBCue8G08EcLad,204,500,2.450980392,58.11836629,0.164598073,0
3bSowGoBCue8G08ETmfT,14,500,35.71428571,70.19444444,0.157778488,1
mrStwGoBCue8G08E6N1C,24,4,0.166666667,0,0,0
5rSswGoBCue8G08EULKi,48,500,10.41666667,29.83391003,0.19289509,1
nLStwGoBCue8G08E6N1C,17,12,0.705882353,2.040816327,0.131548784,0
nbStwGoBCue8G08E6N1C,99,500,5.050505051,82.70934256,0.154105389,0
n7StwGoBCue8G08E6N1C,36,9,0.25,1.884297521,0.116857386,0
k7SowGoBCue8G08EV2lH,0,0,NaN,NaN,NaN,1
R7StwGoBCue8G08Eo9f9,80,42,0.525,2.43537415,0.089113189,0
oLStwGoBCue8G08E6N1C,120,46,0.383333333,2.835640138,0.170824663,0
KrSrwGoBCue8G08EpKVw,130,500,3.846153846,124.9151235,0.104338068,0
obStwGoBCue8G08E6N1C,26,500,19.23076923,69.30555556,0.034860693,0
prStwGoBCue8G08E6N1C,141,500,3.546099291,75.93944637,0.108720207,0
qLStwGoBCue8G08E6N1C,45,500,11.11111111,124,0.039858558,0
87SrwGoBCue8G08E46nh,94,500,5.319148936,64.4925,0.15904052,0
qbStwGoBCue8G08E6N1C,72,40,0.555555556,3.065759637,0.141376067,0
qrStwGoBCue8G08E6N1C,5,500,100,0,0,0
krStwGoBCue8G08EbNLm,76,55,0.723684211,3.82,0.152039198,0
q7StwGoBCue8G08E6N1C,3,3,1,0,0,0
rLStwGoBCue8G08E6N1C,3,3,1,0,0,0
rbStwGoBCue8G08E6N1C,6,500,83.33333333,124.75,0.062749247,0
sLStwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,0
s7SswGoBCue8G08EULKh,185,500,2.702702703,71.09583333,0.167498455,0
4bSpwGoBCue8G08Eane9,43,500,11.62790698,85.72839506,0.027556534,0
s7StwGoBCue8G08E6N1C,59,500,8.474576271,87.38580247,0.150455777,0
DbStwGoBCue8G08E3t0I,208,500,2.403846154,37.54864198,0.093007317,0
trStwGoBCue8G08E6N1D,15,500,33.33333333,0,0,0
t7StwGoBCue8G08E6N1D,92,500,5.434782609,124.7561983,0.080556674,0
uLStwGoBCue8G08E6N1D,30,11,0.366666667,2.484375,0.086199352,0
RbSqwGoBCue8G08EUYiV,4,4,1,0,0,1
urStwGoBCue8G08E6N1D,157,500,3.184713376,96.04089506,0.096076251,0
vLStwGoBCue8G08E6N1D,2,2,1,0,0,1
u7StwGoBCue8G08E6N1D,1,1,1,0,0,1
vrStwGoBCue8G08E6N1D,660,500,0.757575758,81.96607489,0.155292484,0
1rSowGoBCue8G08ENmIL,3,3,1,0,0,1
R7StwGoBCue8G08E6N1C,20,14,0.7,1.8125,0.14045597,0
xLStwGoBCue8G08E6N1D,9,3,0.333333333,0,0,0
xbStwGoBCue8G08E6N1D,5,500,100,0,0,0
xrStwGoBCue8G08E6N1D,0,0,NaN,NaN,NaN,0
x7StwGoBCue8G08E6N1D,492,500,1.016260163,58.277248,0.134888012,0
yrStwGoBCue8G08E6N1D,6,2,0.333333333,0,0,0
y7StwGoBCue8G08E6N1D,10,500,50,0,0,0
zLStwGoBCue8G08E6N1D,929,500,0.538213132,74.88997952,0.131348026,0
JbStwGoBCue8G08EnNMV,79,500,6.329113924,118.5192308,0.128070334,0
orStwGoBCue8G08E6N1C,163,500,3.067484663,88.52465483,0.071665653,0
nrStwGoBCue8G08E6N1C,22,500,22.72727273,119.04,0.038264216,0
trSrwGoBCue8G08E1Kh8,58,500,8.620689655,119.7511111,0.079377017,0
wbSrwGoBCue8G08E1Kh8,0,0,NaN,NaN,NaN,0
0rStwGoBCue8G08E6N1D,24,500,20.83333333,124.25,0.046811188,0
0LStwGoBCue8G08EnNIV,5,6,1.2,0,0,1
jbStwGoBCue8G08E3twH,5,500,100,0,0,1
07StwGoBCue8G08E6N1D,1,1,1,0,0,1
17StwGoBCue8G08EwdlP,15,500,33.33333333,0,0,0
1bStwGoBCue8G08E6N1D,8,2,0.25,0,0,0
1rStwGoBCue8G08E6N1D,337,500,1.483679525,44.0626975,0.174254013,0
rbStwGoBCue8G08EAMQS,149,500,3.355704698,102.1538462,0.120300004,0
qbStwGoBCue8G08EAMQS,105,500,4.761904762,85.63330898,0.168469283,0
JLStwGoBCue8G08E3t0I,3,1,0.333333333,0,0,0
2LStwGoBCue8G08E6N1D,2498,500,0.200160128,39.15390535,0.172276973,1
7LSswGoBCue8G08Eyb47,5,7,1.4,0,0,1
2rStwGoBCue8G08E6N1D,15,5,0.333333333,0,0,0
ArSrwGoBCue8G08EP55H,5,500,100,0,0,1
ELSrwGoBCue8G08EKpsk,9,2,0.222222222,0.16,0.022311199,0
t7SqwGoBCue8G08EgI1p,48,500,10.41666667,22.82438017,0.123771915,0
mrStwGoBCue8G08EN8zr,5,500,100,0,0,1
27StwGoBCue8G08E6N1D,6,2,0.333333333,0,0,0
prSqwGoBCue8G08EKoV9,7,16,2.285714286,4,0.100236053,1
N7StwGoBCue8G08E6N1C,10,500,50,0,0,1
c7StwGoBCue8G08EQM13,2,2,1,0,0,1
3LStwGoBCue8G08E6N1D,20,500,25,0,0,0
3bStwGoBCue8G08E6N1D,0,0,NaN,NaN,NaN,0
srStwGoBCue8G08Eo9b8,0,0,NaN,NaN,NaN,0
37StwGoBCue8G08E6N1D,30,500,16.66666667,124.5625,0.071385625,0
4LStwGoBCue8G08E6N1D,3,1,0.333333333,0,0,0
4bStwGoBCue8G08E6N1D,3,3,1,0,0,0
47StwGoBCue8G08E6N1D,44,15,0.340909091,2.763888889,0.131899469,0
5LStwGoBCue8G08E6N1D,0,0,NaN,NaN,NaN,0
17SowGoBCue8G08ENmIL,8,8,1,2,0.103237459,1
5rStwGoBCue8G08E6N1D,15,9,0.6,0,0,0
57StwGoBCue8G08E6N1D,4,4,1,0,0,0
6LStwGoBCue8G08E6N1D,226,500,2.212389381,88.88447364,0.16211358,0
6rStwGoBCue8G08E6N1D,24,3,0.125,0,0,0
ALSswGoBCue8G08Ev77G,18,500,27.77777778,124.75,0.062749247,0
67StwGoBCue8G08E6N1D,40,500,12.5,124.25,0.046811187,0
7LStwGoBCue8G08E6N1D,46,16,0.347826087,2.16,0.153426045,0
7rStwGoBCue8G08E8d1f,65,23,0.353846154,1.9921875,0.069510016,0
E7StwGoBCue8G08EZdKm,2,2,1,0,0,1
8rStwGoBCue8G08E8d1f,0,0,NaN,NaN,NaN,1
zrStwGoBCue8G08EQM13,1,1,1,0,0,1
9LStwGoBCue8G08E8d1f,3,3,1,0,0,1
9bStwGoBCue8G08E8d1f,6,3,0.5,0,0,1
_rSrwGoBCue8G08EKpok,165,500,3.03030303,58.33162893,0.032268469,0
9rStwGoBCue8G08E8d1f,61,500,8.196721311,39.46354167,0.144759731,0
sLSswGoBCue8G08Eyb47,71,500,7.042253521,78.83579882,0.164603556,0
87StwGoBCue8G08EN8vr,0,0,NaN,NaN,NaN,1
jrStwGoBCue8G08E3twH,5,500,100,0,0,1
97StwGoBCue8G08E8d1f,0,0,NaN,NaN,NaN,1
#NAME?,1,1,1,0,0,1
#NAME?,5,5,1,0,0,1
#NAME?,1,1,1,0,0,1
_bStwGoBCue8G08E8d1f,1,1,1,0,0,1
hrSqwGoBCue8G08EKoZ-,3,3,1,0,0,1
_rStwGoBCue8G08E8d1f,25,500,20,116.71875,0.052134372,0
_7StwGoBCue8G08E8d1f,21,500,23.80952381,79.84,0.040159518,0
47SrwGoBCue8G08EMZsV,2,2,1,0,0,1
LbStwGoBCue8G08EnNMV,28,9,0.321428571,1.72,0.126546335,0
ALStwGoBCue8G08E8d5f,0,0,NaN,NaN,NaN,1
ArStwGoBCue8G08E8d5f,274,500,1.824817518,37.71559214,0.164653214,0
17StwGoBCue8G08E6N1D,15,9,0.6,1.8125,0.091406193,0
A7StwGoBCue8G08E8d5f,0,0,NaN,NaN,NaN,1
UrStwGoBCue8G08EbNLl,1824,500,0.274122807,108.3373155,0.144921995,0
BrStwGoBCue8G08E8d5f,6,2,0.333333333,0,0,0
b7SqwGoBCue8G08EvpQq,0,0,NaN,NaN,NaN,1
B7StwGoBCue8G08E8d5f,3,1,0.333333333,0,0,0
87SswGoBCue8G08Eyb47,0,0,NaN,NaN,NaN,1
R7SrwGoBCue8G08EEpg7,1,1,1,0,0,1
CLStwGoBCue8G08E8d5f,2,2,1,0,0,0
1LSowGoBCue8G08EHGHA,504,500,0.992063492,84.06654954,0.16562465,1
G7SqwGoBCue8G08EKoZ-,0,0,NaN,NaN,NaN,1
CbStwGoBCue8G08E8d5f,205,500,2.43902439,102.5242031,0.162685762,0
CrStwGoBCue8G08E8d5f,12,3,0.25,0,0,0
wLSqwGoBCue8G08EvpQq,5,500,100,0,0,0
zrSqwGoBCue8G08EvpQq,0,0,NaN,NaN,NaN,0
x7SqwGoBCue8G08EvpQq,5,500,100,0,0,0
C7StwGoBCue8G08E8d5f,90,500,5.555555556,124.2751479,0.118785243,0
rLSswGoBCue8G08EULKh,4,2,0.5,0,0,0
OLStwGoBCue8G08EnNMV,30,500,16.66666667,42.72727273,0.170347291,0
CrStwGoBCue8G08Eo9f8,20,500,25,45.51,0.121276704,0
EbStwGoBCue8G08E8d5f,15,7,0.466666667,0,4.93E-17,0
FLStwGoBCue8G08E8d5f,10,500,50,69.30555556,0.034860693,0
sbSswGoBCue8G08Eyb47,0,0,NaN,NaN,NaN,0
MLStwGoBCue8G08E1NuV,116,500,4.310344828,120.7929688,0.122548672,0
FbStwGoBCue8G08E8d5f,5,500,100,0,0,1
F7StwGoBCue8G08E8d5f,0,0,NaN,NaN,NaN,1
GLStwGoBCue8G08E8d5f,18,3,0.166666667,0,1.97E-16,0
87StwGoBCue8G08E8d1f,1,1,1,0,0,1
GbStwGoBCue8G08E8d5f,6,1,0.166666667,0,0,0
GrStwGoBCue8G08E8d5f,6,2,0.333333333,0,0,0
fLSrwGoBCue8G08E9Kye,9,8,0.888888889,1.75,0.058288007,0
G7StwGoBCue8G08E8d5f,5,500,100,0,0,0
_rSowGoBCue8G08EP2R0,547,500,0.914076782,78.98688116,0.167245381,1
VLSrwGoBCue8G08EmaPI,223,500,2.242152466,54.36982249,0.134226135,0
QLStwGoBCue8G08E3twH,24,500,20.83333333,102.0816327,0.090417205,0
RrSqwGoBCue8G08EUYiV,3,3,1,0,0,1
p7SqwGoBCue8G08EKoV9,5,6,1.2,0,0,1
GrStwGoBCue8G08E3t0I,72,500,6.944444444,86.07183365,0.146953499,0
HLStwGoBCue8G08E8d5f,0,0,NaN,NaN,NaN,0
irStwGoBCue8G08EnNQW,0,0,NaN,NaN,NaN,0
ULStwGoBCue8G08E8d5g,0,0,NaN,NaN,NaN,0
iLStwGoBCue8G08E8d5g,0,0,NaN,NaN,NaN,1
gbStwGoBCue8G08EnNMV,0,0,NaN,NaN,NaN,0
ibStwGoBCue8G08E8d5g,0,0,NaN,NaN,NaN,0
vrStwGoBCue8G08E8d5g,0,0,NaN,NaN,NaN,0
_rStwGoBCue8G08E8d5g,0,0,NaN,NaN,NaN,0
ILStwGoBCue8G08E8d9g,0,0,NaN,NaN,NaN,0
-7StwGoBCue8G08EnNMW,0,0,NaN,NaN,NaN,0
0LStwGoBCue8G08EnNQW,0,0,NaN,NaN,NaN,0
YrStwGoBCue8G08E8d9g,37,13,0.351351351,1.81122449,0.136226379,0
Y7StwGoBCue8G08E8d9g,0,0,NaN,NaN,NaN,1
jrSqwGoBCue8G08EgI5p,55,11,0.2,1.731481481,0.119623386,0
iLSqwGoBCue8G08EgI5p,34,12,0.352941176,2,0.1629863,0
kbSqwGoBCue8G08EgI5p,76,10,0.131578947,1.934027778,0.140521865,0
aLStwGoBCue8G08E8d9h,211,500,2.369668246,75.0073513,0.168543776,1
sLSowGoBCue8G08ENmMN,0,0,NaN,NaN,NaN,1
bLStwGoBCue8G08E8d9h,4,4,1,0,0,0
bbStwGoBCue8G08E8d9h,227,500,2.202643172,77.07408163,0.165520708,1
cLStwGoBCue8G08E8d9h,54,500,9.259259259,30.24221453,0.169656244,1
MbStwGoBCue8G08E1NuV,38,500,13.15789474,87.43209877,0.088957618,0
erStwGoBCue8G08E8d9h,610,500,0.819672131,71.07977973,0.159956767,0
e7StwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,0
fLStwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,0
fbStwGoBCue8G08E8d9h,19,5,0.263157895,1.224489796,0.100810192,0
frStwGoBCue8G08E8d9h,8,4,0.5,0,0,1
H7SowGoBCue8G08ETmbR,5,5,1,0,0,1
f7StwGoBCue8G08E8d9h,8,4,0.5,0,0,0
R7SqwGoBCue8G08EUYiV,1,1,1,0,0,1
2LStwGoBCue8G08EwdlP,25,500,20,0,0,0
VbStwGoBCue8G08E1NuV,34,14,0.411764706,2.347107438,0.145705036,0
gbStwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,1
3rSowGoBCue8G08ETmfT,2,2,1,0,0,1
_7StwGoBCue8G08EnNIV,0,0,NaN,NaN,NaN,1
grStwGoBCue8G08E8d9h,21,500,23.80952381,79.84,0.040159518,0
HLSqwGoBCue8G08EKoZ-,0,0,NaN,NaN,NaN,1
G7SrwGoBCue8G08EIZpH,789,500,0.633713561,66.38092502,0.156491121,0
g7StwGoBCue8G08E8d9h,36,500,13.88888889,54.578125,0.027452795,0
OLStwGoBCue8G08E6N1C,5,500,100,0,0,1
TLStwGoBCue8G08EEMaz,5,500,100,0,0,1
NLSqwGoBCue8G08EKoV9,1,1,1,0,0,1
arStwGoBCue8G08EbNLl,74,500,6.756756757,113.5775,0.076999029,0
2LSowGoBCue8G08ETmbS,5,6,1.2,0,0,1
hLStwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,0
qLSqwGoBCue8G08EKoV9,4,4,1,0,0,1
hbStwGoBCue8G08E8d9h,100,500,5,16.39183673,0.181822949,0
1bSowGoBCue8G08EHGHA,650,500,0.769230769,83.16749577,0.165074701,1
t7StwGoBCue8G08E3twI,5,500,100,0,0,1
T7SqwGoBCue8G08EvpQq,110,500,4.545454545,58.50554017,0.136977988,0
sbSowGoBCue8G08ENmMN,5,500,100,0,0,1
ALStwGoBCue8G08EnNMV,0,0,NaN,NaN,NaN,1
ILSowGoBCue8G08ETmbR,3,3,1,0,0,1
hrStwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,1
ULSqwGoBCue8G08EvpQq,185,500,2.702702703,60.45389256,0.165192387,0
1LSqwGoBCue8G08EgI1p,1,1,1,0,0,1
c7StwGoBCue8G08Eo9b8,1,1,1,0,0,1
ELSqwGoBCue8G08EKod-,4,4,1,0,0,1
JbSqwGoBCue8G08EA4LA,0,0,NaN,NaN,NaN,1
h7StwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,0
_7SowGoBCue8G08EP2R0,598,500,0.836120401,66.32541435,0.180303509,1
2bSowGoBCue8G08ETmbS,3,3,1,0,0,1
AbStwGoBCue8G08EnNMV,327,500,1.529051988,88.48699272,0.13572197,1
LLStwGoBCue8G08EJ8m0,2,2,1,0,0,1
6bSqwGoBCue8G08EIYQm,204,500,2.450980392,28.87165245,0.170691383,0
cbStwGoBCue8G08E8d9h,61,500,8.196721311,43.07024793,0.201008948,1
HbSqwGoBCue8G08EKoZ-,1,1,1,0,0,1
iLStwGoBCue8G08E8d9h,2,2,1,0,0,1
GLSpwGoBCue8G08EyHpg,1,1,1,0,0,1
SLSqwGoBCue8G08EUYiV,4,4,1,0,0,1
ibStwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,0
cLSqwGoBCue8G08EvpQq,0,0,NaN,NaN,NaN,1
irStwGoBCue8G08E8d9h,10,6,0.6,0,0,1
i7StwGoBCue8G08E8d9h,6,3,0.5,0,0,1
EbSqwGoBCue8G08EKod-,0,0,NaN,NaN,NaN,1
j7StwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,0
2rSowGoBCue8G08ETmbS,5,500,100,0,0,1
kLStwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,1
NbSqwGoBCue8G08EKoV9,2,2,1,0,0,1
srSowGoBCue8G08ENmMN,12,500,41.66666667,80.56,0.146134239,1
WLSowGoBCue8G08EtXEn,56,22,0.392857143,1.717421125,0.190264687,0
T7SowGoBCue8G08EtXEn,38,500,13.15789474,32.62222222,0.150497768,0
abSowGoBCue8G08EtXEn,47,500,10.63829787,67.35180055,0.175456384,0
37SowGoBCue8G08ETmfT,4,4,1,0,0,1
w7SrwGoBCue8G08EmaPJ,132,500,3.787878788,89.80539119,0.166260435,0
k7StwGoBCue8G08E8d9h,5,500,100,0,0,0
krStwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,1
lLStwGoBCue8G08E8d9h,21,10,0.476190476,1.694444444,0.084279004,0
SbSqwGoBCue8G08EUYiV,0,0,NaN,NaN,NaN,1
qbSqwGoBCue8G08EKoV9,5,9,1.8,0,0,1
lbStwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,0
lrStwGoBCue8G08E8d9h,5,6,1.2,0,0,1
M7SrwGoBCue8G08EmaTJ,0,0,NaN,NaN,NaN,1
1rSowGoBCue8G08EHGHA,628,500,0.796178344,68.31899501,0.176285727,1
tbSswGoBCue8G08E8MKS,25,500,20,0,0,0
4LSowGoBCue8G08ETmfT,5,7,1.4,0,0,1
mLStwGoBCue8G08E8d9h,12,4,0.333333333,0,0,0
mbStwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,1
mrStwGoBCue8G08E8d9h,2,2,1,0,0,1
nLStwGoBCue8G08E8d9h,23,4,0.173913043,0.328125,0.015478319,0
CLStwGoBCue8G08EZdKm,0,0,NaN,NaN,NaN,1
ErSqwGoBCue8G08EKod-,0,0,NaN,NaN,NaN,1
jrStwGoBCue8G08E6N1C,267,500,1.872659176,82.63033299,0.046978254,0
nrStwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,1
jLStwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,1
J7SrwGoBCue8G08EmaTJ,0,0,NaN,NaN,NaN,1
n7StwGoBCue8G08E8d9h,35,12,0.342857143,2.22,0.082670293,0
cLSswGoBCue8G08E18DP,2,2,1,0,0,0
obStwGoBCue8G08E8d9h,10,2,0.2,0.244897959,0.034149794,0
orStwGoBCue8G08E8d9h,11,500,45.45454545,93.375,0.041707498,0
qbStwGoBCue8G08E8d9h,3,1,0.333333333,0,0,0
q7StwGoBCue8G08EZdGm,1,1,1,0,0,0
9rSowGoBCue8G08Ea2xS,0,0,NaN,NaN,NaN,0
qrStwGoBCue8G08E8d9h,82,500,6.097560976,111.6111111,0.141975989,0
ALSowGoBCue8G08EP2V0,590,500,0.847457627,82.7374,0.171609467,1
27SowGoBCue8G08ETmbS,26,500,19.23076923,111.7222222,0.077340666,1
q7StwGoBCue8G08E8d9h,4,2,0.5,0,0,0
rLStwGoBCue8G08E8d9h,8,500,62.5,111.1111111,0.105283328,0
pLStwGoBCue8G08EIMgO,2,2,1,0,0,0
rbStwGoBCue8G08E8d9h,12,500,41.66666667,124.75,0.062749247,0
rrStwGoBCue8G08E8d9h,3,1,0.333333333,0,0,0
xLSnwGoBCue8G08E_WCY,2297,500,0.217675229,87.18656173,0.168348519,1
xLSrwGoBCue8G08EmaPJ,37,500,13.51351351,116.578125,0.061008031,0
JrSrwGoBCue8G08EEpg7,28,11,0.392857143,0.602076125,0.073251828,0
NLSrwGoBCue8G08E66sd,198,500,2.525252525,12.12818878,0.148660905,0
qrSqwGoBCue8G08EKoV9,10,500,50,123.25,0.027076483,1
JLSowGoBCue8G08EV2lG,0,0,NaN,NaN,NaN,1
oLStwGoBCue8G08E8d9h,54,500,9.259259259,26.68144044,0.12277279,0
r7StwGoBCue8G08E8d9h,6,2,0.333333333,0,0,0
n7SswGoBCue8G08EBK3t,5,2,0.4,0.222222222,0.030987776,0
NrSqwGoBCue8G08EKoV9,4,4,1,0,0,1
E7SqwGoBCue8G08EKod-,0,0,NaN,NaN,NaN,1
sLStwGoBCue8G08E8d9h,5,500,100,0,0,0
ibSpwGoBCue8G08E6H2D,1,1,1,0,0,1
CLSrwGoBCue8G08E46rh,59,52,0.881355932,3.229916898,0.167712359,0
sbStwGoBCue8G08E8d9h,15,8,0.533333333,0,9.87E-17,0
srStwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,1
trStwGoBCue8G08E8d9h,3,1,0.333333333,0,0,0
4bSswGoBCue8G08EFa53,493,500,1.014198783,108.0766802,0.147176134,0
cbSswGoBCue8G08E18DP,5,2,0.4,0.222222222,0.030987776,0
t7StwGoBCue8G08E8d9h,80,500,6.25,111.5763889,0.130883402,0
QLSrwGoBCue8G08EUJ_N,82,500,6.097560976,14.93061224,0.087064253,0
uLStwGoBCue8G08E8d9h,3,1,0.333333333,0,0,0
urStwGoBCue8G08E8d9h,165,37,0.224242424,2.302069336,0.183912118,0
CLStwGoBCue8G08ECcYB,16,13,0.8125,1.625,0.199803798,0
u7StwGoBCue8G08E8d9h,5,500,100,0,0,0
vLStwGoBCue8G08E8d9h,17,500,29.41176471,119.76,0.060239277,0
jbStwGoBCue8G08E8d9h,1,1,1,0,0,1
brSqwGoBCue8G08EmZD0,2,1,0.5,0,0,1
X7SqwGoBCue8G08EmZD0,1,1,1,0,0,1
ULSqwGoBCue8G08EmZD0,2,1,0.5,0,0,1
m7SswGoBCue8G08EFa94,1,1,1,0,0,1
vbStwGoBCue8G08E8d9h,171,500,2.923976608,21.8769704,0.17085165,0
HrSpwGoBCue8G08ELXYj,40,22,0.55,2.462809917,0.081440027,1
vrStwGoBCue8G08E8d9h,3,1,0.333333333,0,0,0
v7StwGoBCue8G08E8d9h,382,500,1.308900524,124.5012725,0.105831178,0
ErStwGoBCue8G08E8d5f,10,7,0.7,0,0,0
wrStwGoBCue8G08E8d9h,0,0,NaN,NaN,NaN,0
DrSswGoBCue8G08EFa93,1,1,1,0,0,1
4bSowGoBCue8G08EvXE1,0,0,NaN,NaN,NaN,1
w7StwGoBCue8G08E8d9h,61,500,8.196721311,36.92899408,0.209580564,0
xbStwGoBCue8G08E8d9h,149,500,3.355704698,90.89427143,0.15827067,0
xrStwGoBCue8G08E8d9h,3,1,0.333333333,0,0,0
x7StwGoBCue8G08E8d9h,3,1,0.333333333,0,0,0
yLStwGoBCue8G08E8d9h,260,500,1.923076923,14.20582986,0.131402303,0
wrSrwGoBCue8G08EN5zg,185,500,2.702702703,61.94360352,0.17435661,0
ybStwGoBCue8G08E8d9h,5,500,100,0,0,0
yrStwGoBCue8G08E8d9h,64,21,0.328125,1.5712,0.135901517,0
s7SowGoBCue8G08ENmMN,5,500,100,0,0,1
y7StwGoBCue8G08E8d9h,543,500,0.920810313,103.2193261,0.114597146,0
kbStwGoBCue8G08E6N1C,0,0,NaN,NaN,NaN,0
zLStwGoBCue8G08E8d9h,136,63,0.463235294,2.281481481,0.14127466,0
zbStwGoBCue8G08E8d9h,4,4,1,1,0.15839612,1
w7SrwGoBCue8G08ECpf5,9,3,0.333333333,0.48,0.075858076,0
2bStwGoBCue8G08E8d9h,42,500,11.9047619,124.1420118,0.130429371,0
